,opta_id,injury_start_date,sport,team,gsis_id,depth_chart_order,sportradar_id,active,oddsjam_id,fantasy_data_id,last_name,yahoo_id,injury_body_part,pandascore_id,team_abbr,first_name,years_exp,birth_date,search_last_name,metadata,college,status,swish_id,search_full_name,news_updated,practice_participation,birth_city,injury_notes,espn_id,rotowire_id,competitions,stats_id,team_changed_at,practice_description,depth_chart_position,injury_status,number,search_rank,player_id,birth_state,position,age,weight,full_name,search_first_name,fantasy_positions,birth_country,hashtag,rotoworld_id,high_school,height
6008,,,nfl,CAR, 00-0035084,,c589d918-f69f-4284-aa85-5f9c30e006a4,True,5F2AA4838184,20895.0,Nijman,32275.0,,,,Yosh,6.0,1996-01-02,nijman,"{'channel_id': '1113708885912350720', 'rookie_year': '2019'}",Virginia Tech,Active,868028.0,yoshnijman,1730325618596.0,,,,3871880.0,13879.0,[],,,,OL,,77.0,9999999.0,6008,,T,29.0,314,Yosh Nijman,yosh,"['OL', 'OT']",,#yoshnijman-NFL-CAR-77,,Columbia (NJ),79
7251,,,nfl,,,,bea5ccd6-b05b-43f8-975f-396399349a42,True,0F61A3D14D6F,22251.0,Moffatt,33310.0,,,,Jovante,3.0,1996-12-25,moffatt,{'channel_id': '1116853356405456896'},Middle Tennessee,Inactive,866653.0,jovantemoffatt,1703735429574.0,,,,3914450.0,15062.0,[],,,,,,38.0,9999999.0,7251,,DB,26.0,213,Jovante Moffatt,jovante,['DB'],,#jovantemoffatt-NFL-FA-38,,Union City (TN),71
4743,,,nfl,,,,aa35557a-4d17-4c73-b3e6-903b486fab6a,True,,19661.0,Gray,30893.0,,,,Daniel,5.0,,gray,{'channel_id': '1116853016381620224'},Utah State,Active,,danielgray,,,,,2972235.0,12278.0,[],,,,,,25.0,9999999.0,4743,,CB,,190,Daniel Gray,daniel,['DB'],,#danielgray-NFL-FA-25,,Boyd Andersen (FL),70
7579,,,nfl,,,,dda1c351-8148-4c26-9bc0-1d906065290f,True,322ED5D3E891,,Watkins,,,,,Austin,3.0,1998-02-16,watkins,"{'channel_id': '1113708718794502144', 'rookie_year': '2021'}",UAB,Active,1109627.0,austinwatkins,1724703644508.0,,,,,15434.0,[],,,,,,41.0,9999999.0,7579,,WR,26.0,210,Austin Watkins,austin,['WR'],,#austinwatkins-NFL-FA-41,,North Fort Myers (FL),75
8330,,,nfl,LAR,,1.0,c2c112f0-13bd-44a8-a447-f3429c4f3e65,True,E0B41F537898,,Lake,,,,,Quentin,3.0,1999-01-29,lake,"{'channel_id': '1113708705578250240', 'rookie_year': '2022'}",UCLA,Active,1071269.0,quentinlake,1738353904532.0,,,,,16146.0,[],,,,FS,,37.0,9999999.0,8330,,DB,26.0,196,Quentin Lake,quentin,['DB'],,#quentinlake-NFL-LAR-37,,Mater Dei (CA),73
7811,,,nfl,SF,,2.0,a1a2f797-77ac-4f13-8456-50a10a7fd61a,True,6452987CBE91,,Hufanga,,,,,Talanoa,4.0,2000-02-01,hufanga,"{'channel_id': '1113708878236774401', 'rookie_year': '2021'}",USC,Active,1107307.0,talanoahufanga,1737153934503.0,,,,,15317.0,[],,,,SS,,29.0,296.0,7811,,DB,25.0,200,Talanoa Hufanga,talanoa,['DB'],,#talanoahufanga-NFL-SF-29,,Crescent Valley (OR),72
11212,,,nfl,,,,d8f58560-e909-11ed-9061-a38795404be8,True,,,Phillips,,,,,Jimmy,1.0,2000-04-27,phillips,{'channel_id': '1116852664131387392'},SMU,Active,1107861.0,jimmyphillips,,,,,,16793.0,[],,,,,,46.0,9999999.0,11212,,LB,23.0,232,Jimmy Phillips,jimmy,['LB'],,#jimmyphillips-NFL-FA-46,,Poteet (TX),73
6216,,,nfl,NO, 00-0035142,1.0,9448aee3-538c-4ff3-8781-bc848b086bfc,True,102521080E4A,21111.0,Amadi,31964.0,,,,Ugo,6.0,1997-05-16,amadi,"{'channel_id': '1113708685642723328', 'rookie_year': '2019'}",Oregon,Active,870196.0,ugoamadi,1736770559745.0,,,,3886834.0,13839.0,[],,,,NB,,0.0,9999999.0,6216,,DB,27.0,201,Ugo Amadi,ugo,['DB'],,#ugoamadi-NFL-NO-0,,Overton (TN),69
7657,,,nfl,JAX,,,590c9b25-25d4-447e-afa2-1284c95e17a9,True,704B9FB83804,,Little,,,,,Walker,4.0,1999-04-01,little,"{'channel_id': '1113708890052128768', 'rookie_year': '2021'}",Stanford,Active,1060308.0,walkerlittle,1735919720089.0,,,,,15190.0,[],,,,OL,,72.0,9999999.0,7657,,T,25.0,325,Walker Little,walker,['OT'],,#walkerlittle-NFL-JAX-72,,Episcopal (TX),79
12029,,,nfl,,,,4c04be40-071d-11ef-bf9a-a769156804f1,True,9AB8A4E86544,,Harrell,,,,,Tyler,1.0,2000-08-01,harrell,"{'channel_id': '1113708743037579264', 'rookie_year': '2024'}",Miami (FL),Active,1121070.0,tylerharrell,1724808959646.0,,,,,17076.0,[],,,,,,,9999999.0,12029,,WR,24.0,200,Tyler Harrell,tyler,['WR'],,#tylerharrell-NFL-FA,,Christopher Columbus (FL),72
6587,,,nfl,, 00-0035560,,f88cf8ff-c5be-4e41-bbe3-a8657935bf3a,True,,21561.0,Thagard,32575.0,,,,Quindarius,3.0,1995-12-05,thagard,{'channel_id': '1116853276034203648'},Alabama-Birmingham,Active,,quindariusthagard,1559784327112.0,,,,4262273.0,14271.0,[],,,,,,0.0,9999999.0,6587,,DT,26.0,290,Quindarius Thagard,quindarius,['DL'],,#quindariusthagard-NFL-FA-0,,Luverne,76
2124,,,nfl,,,,683b4512-b3f8-474a-95e0-e9273aa69c22,False,,16460.0,Maxwell,28003.0,,,,Jacob,1.0,1991-01-04,maxwell,,Louisiana-Lafayette,Inactive,,jacobmaxwell,,,,,17207.0,9927.0,[],,,,,,87.0,9999999.0,2124,,TE,26.0,240,Jacob Maxwell,jacob,['TE'],,#jacobmaxwell-NFL-FA-87,,,"6'4"""
1191,,,nfl,,,,ccf1d49a-deda-4254-abd2-1ee79eb34c13,False,,14370.0,White,25872.0,,,,Corey,8.0,1990-05-09,white,,Samford,Inactive,,coreywhite,1524271501245.0,,,,15086.0,8351.0,[],459492.0,,,,,38.0,9999999.0,1191,,CB,30.0,206,Corey White,corey,['DB'],,#coreywhite-NFL-FA-38,,Dunwoody (GA),"6'1"""
649,,,nfl,,,,2a597ad9-d626-4d0f-bdab-0d4eaa9343f0,False,,11692.0,Cromartie,7768.0,,,,Antonio,14.0,1984-04-15,cromartie,,Florida State,Inactive,,antoniocromartie,1520267401316.0,,,,9605.0,4731.0,[],215382.0,,,,,31.0,9999999.0,649,,CB,36.0,210,Antonio Cromartie,antonio,['DB'],,#antoniocromartie-NFL-FA-31,3671.0,Lincoln (FL),"6'2"""
8681,,,nfl,,,,0284b800-cd9b-11ec-b94f-57e6927758e6,True,,,Turner,,,,,Josh,1.0,,turner,"{'channel_id': '1116853514291642368', 'years_exp_shift': '1'}",Florida International,Active,,joshturner,,,,,,16459.0,[],,,,,,0.0,9999999.0,8681,,DB,,189,Josh Turner,josh,['DB'],,#joshturner-NFL-FA-0,,American Heritage (FL),71
7580,,,nfl,,,,31155d8d-181f-4e7c-9fd7-979841837d22,True,,,McClain,,,,,Khalil,1.0,1999-03-19,mcclain,"{'channel_id': '1116853407924092928', 'source_id': 'a1e247c7-c272-42ce-a375-61e4864d58d6'}",Troy,Active,1057837.0,khalilmcclain,1629149443462.0,,,,,15726.0,[],,,,,,0.0,,7580,,WR,22.0,222,Khalil McClain,khalil,['WR'],,#khalilmcclain-NFL-FA-0,,Creekside (GA),76
5381,,,nfl,,00-0034684,,2eb0706c-3017-4895-a207-71d6fe9e1549,True,,19995.0,Townsend,31143.0,,,,Johnny,4.0,1995-02-14,townsend,{'channel_id': '1116853093166743552'},Florida,Active,748627.0,johnnytownsend,1565823938203.0,,,,3054971.0,12777.0,[],748627.0,,,,,0.0,9999999.0,5381,,P,26.0,194,Johnny Townsend,johnny,['P'],,#johnnytownsend-NFL-FA-0,,Boone (FL),73
4937,,,nfl,IND,,,,True,,19595.0,Riles,30839.0,,,,Al,1.0,1993-09-17,riles,{'channel_id': '1116853043577487360'},LA-Lafayette,Active,,alriles,,,,,2980808.0,,[],,,,,,3.0,9999999.0,4937,,WR,24.0,212,Al Riles,al,['WR'],,#alriles-NFL-IND-3,,,"5'10"""
1571,,,nfl,,,,244c313a-5a45-4d95-9817-bd9fef8889e7,False,,15219.0,McGee,26772.0,,,,Brandon,7.0,1990-12-11,mcgee,,Miami,Inactive,,brandonmcgee,,,,,15949.0,8973.0,[],,,,,,42.0,9999999.0,1571,,CB,29.0,193,Brandon McGee,brandon,['DB'],,#brandonmcgee-NFL-FA-42,,Plantation (FL),"5'11"""
3571,,,nfl,,,,321db83d-bae7-479d-8fc0-33ad4b2e936a,False,,18346.0,Rawls,,,,,Eric,0.0,,rawls,,Kentucky State,Inactive,,ericrawls,,,,,,,[],,,,,,36.0,9999999.0,3571,,CB,,195,Eric Rawls,eric,['DB'],,#ericrawls-NFL-FA-36,,,"6'3"""
7011,,,nfl,NYG,,,d2f9e776-11e2-47ce-82fd-60908aeb2769,True,926425F77732,21902.0,Coughlin,32888.0,,,,Carter,5.0,1997-07-21,coughlin,"{'channel_id': '1113708680164962304', 'rookie_year': '2020'}",Minnesota,Active,910969.0,cartercoughlin,1725922805425.0,,,,4034766.0,14580.0,[],,,,,,52.0,9999999.0,7011,,LB,27.0,240,Carter Coughlin,carter,['LB'],,#cartercoughlin-NFL-NYG-52,,Eden Prairie (MN),75
4188,,,nfl,PIT,00-0033512,2.0,f9c86838-11e5-4582-a03e-c15e02b2013c,True,CA7711563097,19034.0,Kazee,30262.0,,,,Damontae,8.0,1993-06-05,kazee,"{'channel_id': '1113708822670635008', 'rookie_year': '2017'}",San Diego State,Active,693030.0,damontaekazee,1737522017816.0,,,,2976099.0,12019.0,[],,,,SS,,23.0,9999999.0,4188,,DB,31.0,174,Damontae Kazee,damontae,['DB'],,#damontaekazee-NFL-PIT-23,,Cajon (CA),71
650,,,nfl,TEN,00-0025565,1.0,b37c621e-1125-4c35-bea0-fcabb1527060,True,194672B0A0A5,11694.0,Folk,8432.0,,,,Nick,18.0,1984-11-05,folk,"{'channel_id': '1113708834569875457', 'rookie_year': '2007'}",Arizona,Active,213781.0,nickfolk,1736211007841.0,,,,10621.0,5365.0,[],213781.0,,,K,,6.0,621.0,650,,K,40.0,225,Nick Folk,nick,['K'],,#nickfolk-NFL-TEN-6,4273.0,Notre Dame (CA),73
7294,,,nfl,MIN,,,6a43da23-5843-4490-8927-bd6196fe2576,True,,22290.0,Henderson,33128.0,,,,Amari,2.0,1997-09-08,henderson,{'channel_id': '1116853363728711680'},Wake Forest,Active,,amarihenderson,,,,,3919541.0,14955.0,[],,,,,,36.0,1971.0,7294,,CB,24.0,180,Amari Henderson,amari,['DB'],,#amarihenderson-NFL-MIN-36,,Mallard Creek (NC),73
3595,,,nfl,,00-0032745,,cc1df018-baa8-4344-b13c-cd5ef1a52d26,False,,18376.0,Cross,29571.0,,,,Alan,6.0,1993-07-02,cross,,Memphis,Inactive,,alancross,1547663432389.0,,,,2586700.0,11406.0,[],614284.0,,,,,45.0,9999999.0,3595,,FB,28.0,235,Alan Cross,alan,['RB'],,#alancross-NFL-FA-45,,Millington (TN),73
4328,,,nfl,,,,9cab6a71-0d75-4206-81b3-c808f1889bea,True,,19181.0,Lane,30528.0,,,,Jerome,5.0,1995-03-09,lane,{'channel_id': '1116852952242323456'},Akron,Active,,jeromelane,,,,,3052561.0,11686.0,[],743835.0,,,,,6.0,9999999.0,4328,,WR,26.0,220,Jerome Lane,jerome,['WR'],,#jeromelane-NFL-FA-6,,Firestone (OH),75
6962,,,nfl,,,,ef978985-2123-411b-85bd-c59c04618dbd,True,,21904.0,Hamilton,33104.0,,,,La'Darius,3.0,1998-01-18,hamilton,{'channel_id': '1116853317872386048'},North Texas,Active,924524.0,ladariushamilton,1692456302934.0,,,,4039075.0,14723.0,[],,,,,,60.0,9999999.0,6962,,LB,25.0,261,La'Darius Hamilton,ladarius,"['DL', 'LB']",,#ladariushamilton-NFL-FA-60,,Corrigan-Camden (TX),74
202,,,nfl,LAR,00-0024270,,f1ce3e7d-6afc-4db4-94f0-475bd63507b3,True,,5099.0,Whitworth,7804.0,,,,Andrew,16.0,1981-12-12,whitworth,{'channel_id': '1116852775276249088'},LSU,Active,158525.0,andrewwhitworth,1653152412701.0,,,,9641.0,5005.0,[],,,,,,77.0,9999999.0,202,,OL,40.0,330,Andrew Whitworth,andrew,"['OL', 'OT']",,#andrewwhitworth-NFL-LAR-77,3701.0,West Monroe (LA),79
947,,,nfl,,00-0027944,,0b3217b9-ba37-4222-95cb-a7a222441e8b,True,DBA41984F40B,13291.0,Jones,24793.0,,,,Julio,13.0,1989-02-08,jones,"{'channel_id': '1116853555177717760', 'rookie_year': '2011'}",Alabama,Active,456614.0,juliojones,1705521901782.0,,,,13982.0,7242.0,[],456614.0,,,,,80.0,418.0,947,,WR,35.0,220,Julio Jones,julio,['WR'],,#juliojones-NFL-FA-80,6475.0,Foley (AL),75
1937,,,nfl,,,,925f7be0-e73f-4fc7-b3d8-552224d847a7,False,,16178.0,Sankey,27582.0,,,,Bishop,6.0,1992-09-15,sankey,,Washington,Inactive,,bishopsankey,1521258601992.0,,,,16794.0,9518.0,[],608017.0,,,,,43.0,9999999.0,1937,,RB,28.0,209,Bishop Sankey,bishop,['RB'],,#bishopsankey-NFL-FA-43,9408.0,Gonzaga Prep (WA),"5'10"""
7449,,,nfl,,,,eaacee31-0a3c-4f9d-be85-86490ae16f6b,True,,22427.0,Motley,33293.0,,,,Parnell,2.0,1997-10-28,motley,{'channel_id': '1116853390362542080'},Oklahoma,Active,923080.0,parnellmotley,1603749638997.0,,,,4037647.0,14599.0,[],,,,,,48.0,9999999.0,7449,,CB,24.0,180,Parnell Motley,parnell,['DB'],,#parnellmotley-NFL-FA-48,,H.D. Woodson (DC),72
4615,,,nfl,,,,01ab00bb-69d1-48ea-a511-4281ca872b46,True,,19506.0,Pratt,30805.0,,,,Dayon,5.0,1993-04-23,pratt,{'channel_id': '1116852994944532480'},East Carolina,Active,,dayonpratt,,,,,2971997.0,12311.0,[],,,,,,0.0,9999999.0,4615,,OLB,28.0,237,Dayon Pratt,dayon,['LB'],,#dayonpratt-NFL-FA-0,,Calvin Coolidge (DC),76
3796,,,nfl,,00-0032723,,66a432fc-ee15-4f63-a37b-207c1b5e7c31,True,,18610.0,Price,29773.0,,,,Norman,6.0,1994-08-25,price,{'channel_id': '1116852907887558656'},Southern Mississippi,Inactive,,normanprice,1567109142270.0,,,,3123982.0,11556.0,[],,,,,,63.0,9999999.0,3796,,OT,27.0,311,Norman Price,norman,['OL'],,#normanprice-NFL-FA-63,,Vicksburg (MS),76
1957,,,nfl,,00-0031064,,ba2e7ff8-ed39-4fd1-85e3-d263a946a212,False,,16211.0,Savage,27663.0,,,,Tom,8.0,1990-04-26,savage,,Pittsburgh,Inactive,,tomsavage,1567290010680.0,,,,16943.0,9701.0,[],511883.0,,,,,3.0,9999999.0,1957,,QB,31.0,230,Tom Savage,tom,['QB'],,#tomsavage-NFL-FA-3,9418.0,Cardinal O'Hara (PA),76
2872,,,nfl,,,,2f374117-253c-4a29-bd04-343fa578f8e0,False,,17340.0,Buckley,,,,,Quayshawne,0.0,1991-08-25,buckley,,Idaho,Inactive,,quayshawnebuckley,,,,,2468651.0,,[],,,,,,59.0,9999999.0,2872,,DT,26.0,302,Quayshawne Buckley,quayshawne,['DL'],,#quayshawnebuckley-NFL-FA-59,,,"6'2"""
7707,,,nfl,SEA,,2.0,0589b224-bfc7-47a5-b89d-ff58ef2dcf21,True,6C21372CF52B,,Brown,,,,,Tre,4.0,1997-09-24,brown,"{'channel_id': '1113708719914381312', 'rookie_year': '2021'}",Oklahoma,Active,1062002.0,trebrown,1736126740740.0,,,,,15477.0,[],,,,LCB,,22.0,9999999.0,7707,,CB,27.0,185,Tre Brown,tre,['DB'],,#trebrown-NFL-SEA-22,,Union (OK),70
6261,,,nfl,, 00-0035019,,adcd3d89-a2f8-4bd1-adfe-8e47bf42ea4d,True,,21196.0,White,32244.0,,,,Reggie,3.0,1996-03-10,white,{'channel_id': '1116853223659929600'},"Monmouth, N.J.",Active,,reggiewhite,1588717502922.0,,,,3121225.0,13926.0,[],830113.0,,,,,13.0,9999999.0,6261,,WR,25.0,210,Reggie White,reggie,['WR'],,#reggiewhite-NFL-FA-13,,Milford Mill,74
7582,,,nfl,,,,5a55bceb-bc9e-4d41-99d9-490f5e6441ad,True,,,Ausbon,,,,,Jhamon,1.0,1999-09-03,ausbon,"{'channel_id': '1116853408347717632', 'source_id': '6a489e87-f9cd-4e7c-8d6d-ef71a7089309'}",Texas A&M,Active,,jhamonausbon,1629687049340.0,,,,,15576.0,[],,,,,,48.0,,7582,,WR,22.0,218,Jhamon Ausbon,jhamon,['WR'],,#jhamonausbon-NFL-FA-48,,IMG Academy (FL),74
545,,,nfl,,00-0027743,,6bc584ed-82c0-486f-962d-377be6ae8469,True,,11107.0,McManis,24120.0,,,,Sherrick,12.0,1987-12-19,mcmanis,{'channel_id': '1116853104331980800'},Northwestern,Inactive,,sherrickmcmanis,1610321437543.0,,,,13419.0,6732.0,[],,,,,,27.0,603.0,545,,DB,34.0,203,Sherrick McManis,sherrick,['DB'],,#sherrickmcmanis-NFL-FA-27,,Richwoods (IL),71
237,,,nfl,,,,1016d675-7f23-4744-8632-7b4ea8115f5a,False,,5939.0,Godfrey,8844.0,,,,Charles,12.0,1985-11-15,godfrey,,Iowa,Inactive,,charlesgodfrey,,,,,11301.0,5755.0,[],,,,,,30.0,9999999.0,237,,S,34.0,210,Charles Godfrey,charles,['DB'],,#charlesgodfrey-NFL-FA-30,,Lee (TX),"5'11"""
6497,,,nfl,, 00-0035174,,8ed1ce29-8bbb-417b-9766-5de8fdfb4606,True,,21509.0,Adewusi,32379.0,,,,Tenny,3.0,1997-05-13,adewusi,{'channel_id': '1116853260225871872'},Delaware,Active,,tennyadewusi,,,,,3912029.0,14159.0,[],,,,,,35.0,9999999.0,6497,,CB,24.0,200,Tenny Adewusi,tenny,['DB'],,#tennyadewusi-NFL-FA-35,,Colonia,71
10996,,,nfl,PHI,,,f333e5c7-0cab-4876-9f37-0e70a3175d04,True,2BB56326F54F,,Mathis,,,,,Ochaun,2.0,1999-01-08,mathis,"{'channel_id': '1113708706584883200', 'rookie_year': '2023'}",Nebraska,Active,1113484.0,ochaunmathis,1730240411526.0,,,,,16699.0,[],,,,,,45.0,9999999.0,10996,,DE,26.0,260,Ochaun Mathis,ochaun,['DL'],,#ochaunmathis-NFL-PHI-45,,Manor (TX),77
9500,,,nfl,IND,,3.0,dd227f4a-0785-482d-a28b-f231c7f3b73f,True,ABFB4947D508,,Downs,,,,,Josh,2.0,2001-08-12,downs,"{'channel_id': '1113708781897805824', 'rookie_year': '2023'}",North Carolina,Active,1215077.0,joshdowns,1736148605056.0,,,,,16689.0,[],,,,SWR,,1.0,173.0,9500,,WR,23.0,171,Josh Downs,josh,['WR'],,#joshdowns-NFL-IND-1,,North Gwinnett (GA),69
11762,,,nfl,IND,,6.0,f1f3f15f-f4a5-4d6e-b075-95f4815a384e,True,6A241803B996,,Gould,,,,,Anthony,1.0,2001-04-06,gould,"{'channel_id': '1113708782317236224', 'rookie_year': '2024'}",Oregon State,Active,1161661.0,anthonygould,1727625904369.0,,,,,17971.0,[],,,,SWR,,6.0,666.0,11762,,WR,23.0,174,Anthony Gould,anthony,['WR'],,#anthonygould-NFL-IND-6,,West Salem (OR),68
337,,,nfl,,,,05cdefdb-1055-420e-a94b-e3ed364719e1,False,,8321.0,Clemons,9429.0,,,,Chris,11.0,1985-09-15,clemons,,Clemson,Inactive,,chrisclemons,,,,,12645.0,6330.0,[],,,,,,29.0,9999999.0,337,,FS,35.0,214,Chris Clemons,chris,"['DB', 'LB']",,#chrisclemons-NFL-FA-29,,DeSoto (FL),"6'1"""
2055,,,nfl,,00-0031334,,13112f4f-03c9-432c-a033-454870cda46b,True,18A724FAD1E4,16353.0,Verrett,27553.0,,,,Jason,10.0,1991-06-18,verrett,"{'channel_id': '1113708873799200768', 'rookie_year': '2014'}",TCU,Active,592200.0,jasonverrett,1704932742068.0,,,,16726.0,9330.0,[],592200.0,,,,,22.0,9999999.0,2055,,CB,33.0,188,Jason Verrett,jason,['DB'],,#jasonverrett-NFL-FA-22,9439.0,Rodriguez (CA),70
3849,,,nfl,MIA,,,b0b9a957-389f-4a08-9a68-177fcb59c50c,True,,18670.0,McManis,29976.0,,,,Wynton,6.0,1994-09-20,mcmanis,{'channel_id': '1116852911192670208'},Memphis,Active,693365.0,wyntonmcmanis,1632015647825.0,,,,2977884.0,11554.0,[],,,,,,48.0,9999999.0,3849,,LB,27.0,225,Wynton McManis,wynton,['LB'],,#wyntonmcmanis-NFL-MIA-48,,Olive Branch (MS),73
3181,,,nfl,,00-0032382,,cc9c2006-e72b-4073-afcc-69c187cb28b7,True,36937EC31AA9,17942.0,Neal,29251.0,,,,Keanu,8.0,1995-07-26,neal,"{'channel_id': '1116852835145744384', 'rookie_year': '2016'}",Florida,Inactive,748618.0,keanuneal,1709856347270.0,,,,3054962.0,11143.0,[],,,,,,31.0,9999999.0,3181,,LB,28.0,211,Keanu Neal,keanu,"['DB', 'LB']",,#keanuneal-NFL-FA-31,11337.0,South Sumter (FL),72
7602,,,nfl,IND,,1.0,bcc0167c-05fd-4b23-981e-60b8784ceb33,True,C4128CF8CC8D,,Granson,,,,,Kylen,4.0,1998-03-27,granson,"{'channel_id': '1113708780962476033', 'rookie_year': '2021'}",SMU,Active,921050.0,kylengranson,1736297113177.0,,,,,15245.0,[],,,,TE,,83.0,9999999.0,7602,,TE,26.0,242,Kylen Granson,kylen,['TE'],,#kylengranson-NFL-IND-83,,Westlake (TX),75
12516,,,nfl,,,,,True,,,Mullings,,,,,Kalel,0.0,,mullings,{'source_id': 'f20a9bfb-4504-4518-9b1a-2310d4b52f09'},Michigan,Active,,kalelmullings,,,,,,,[],,,,,,,,12516,,RB,,233,Kalel Mullings,kalel,['RB'],,#kalelmullings-NFL-FA,,,74
7909,,,nfl,,,,8db0f2a4-42bd-40a3-996f-f6364716b8a4,True,FFBF41F37FA4,,Cooney,,,,,Nolan,3.0,1996-09-18,cooney,"{'channel_id': '1116853433727451136', 'rookie_year': '2021'}",Syracuse,Active,947288.0,nolancooney,,,,,,,[],,,,,,19.0,9999999.0,7909,,P,27.0,202,Nolan Cooney,nolan,['P'],,#nolancooney-NFL-FA-19,,Bridgton Academy (ME),75
3618,,,nfl,,,,0867f8c3-9bdd-469b-87fb-3ecef85e9e01,False,,18405.0,Schoettmer,29860.0,,,,Jeff,0.0,1993-07-08,schoettmer,,North Carolina,Inactive,,jeffschoettmer,,,,,2586438.0,11510.0,[],,,,,,51.0,9999999.0,3618,,ILB,25.0,230,Jeff Schoettmer,jeff,['LB'],,#jeffschoettmer-NFL-FA-51,,,"6'1"""
5541,,,nfl,,00-0034186,,c40256f1-0bda-464b-a6b7-3a4ebb385573,True,,20286.0,Light,31437.0,,,,Alex,4.0,1996-05-02,light,{'channel_id': '1116853119175622656'},Richmond,Inactive,,alexlight,1600224040186.0,,,,3120738.0,13115.0,[],,,,,,64.0,9999999.0,5541,,T,25.0,310,Alex Light,alex,['OL'],,#alexlight-NFL-FA-64,,Salem (VA),77
6611,,,nfl,, 00-0035412,,8ad3600e-08b4-4390-8ce0-70065776b781,True,3528DE89E334,21445.0,Dowell,32208.0,,,,Andrew,5.0,1996-11-16,dowell,"{'channel_id': '1116853279649693696', 'rookie_year': '2019'}",Michigan State,Active,884247.0,andrewdowell,1724440807885.0,,,,3929818.0,14067.0,[],,,,,,40.0,9999999.0,6611,,LB,27.0,225,Andrew Dowell,andrew,['LB'],,#andrewdowell-NFL-FA-40,,St. Edward (OH),73
6313,,,nfl,,,,,False,,,Player,,,,,Duplicate,0.0,1997-03-17,player,,Colorado State,Inactive,,duplicateplayer,,,,,,,[],,,,,,0.0,9999999.0,6313,,WR,22.0,190,Duplicate Player,duplicate,['WR'],,#duplicateplayer-NFL-FA-0,,,
3991,,,nfl,,00-0033188,,a8e9bc1d-a8a8-4b93-b108-0f0f7fa04185,True,,18828.0,Bazzie,30100.0,,,,Alex,5.0,1990-08-05,bazzie,{'channel_id': '1116852918683697152'},Marshall,Active,,alexbazzie,,,,,2470344.0,11711.0,[],,,,,,54.0,9999999.0,3991,,OLB,31.0,228,Alex Bazzie,alex,['LB'],,#alexbazzie-NFL-FA-54,12148.0,Silver Spring Northwood (MD),73
1564,,,nfl,,00-0029795,,06787c1d-f02b-4217-9152-c269e826928a,False,,15207.0,Cunningham,27167.0,,,,Benny,9.0,1990-07-07,cunningham,,Middle Tennessee,Inactive,,bennycunningham,1568736911644.0,,,,16055.0,9062.0,[],499493.0,,,,,29.0,9999999.0,1564,,RB,31.0,218,Benny Cunningham,benny,['RB'],,#bennycunningham-NFL-FA-29,8953.0,Goodpasture Christian (TN),70
6172,,,nfl,,,,ec2d8b8d-2cd3-452b-8001-21c6031fe65a,True,,20997.0,Worthington,32303.0,,,,Evan,3.0,1995-09-18,worthington,{'channel_id': '1116853211949432832'},Colorado,Active,,evanworthington,,,,,,,[],,,,,,0.0,9999999.0,6172,,SS,26.0,210,Evan Worthington,evan,['DB'],,#evanworthington-NFL-FA-0,,Cherokee Trail,74
12357,,,nfl,TEN,,4.0,dad0d560-0c9e-11ef-b2f4-ab1e3a869265,True,5AFBF0A6180B,,Martin-Robinson,,,,,David,1.0,1999-12-26,martinrobinson,"{'channel_id': '1113708835689754624', 'rookie_year': '2024'}",Temple,Active,1124199.0,davidmartinrobinson,1735072223154.0,,,,,18301.0,[],,,,TE,,88.0,486.0,12357,,TE,25.0,247,David Martin-Robinson,david,['TE'],,#davidmartinrobinson-NFL-TEN-88,,Hempfield (PA),75
11020,,,nfl,KC,,,8385d8de-c682-4970-b657-13fd197d20db,True,E5A8CB0983A1,,Scott,,,,,Eric,2.0,1998-08-07,scott,"{'channel_id': '1113708854572511232', 'rookie_year': '2023'}",Southern Miss,Active,1060887.0,ericscott,1725091519108.0,,,,,17408.0,[],,,,DB,,29.0,9999999.0,11020,,DB,26.0,197,Eric Scott,eric,['DB'],,#ericscott-NFL-KC-29,,Basehor-Linwood (KS),72
3668,,,nfl,NYJ,00-0032599,,9c18801d-bdaa-4036-9663-24280c763bcf,True,,18468.0,Perkins,29654.0,,,,Joshua,6.0,1993-08-05,perkins,{'channel_id': '1116852893291380736'},Washington,Active,,joshuaperkins,1640841938739.0,,,,2578377.0,11317.0,[],608012.0,,,,,89.0,9999999.0,3668,,TE,28.0,223,Joshua Perkins,joshua,['TE'],,#joshuaperkins-NFL-NYJ-89,,Gahr (CA),75
4007,,,nfl,,,,,False,,18846.0,Irsay,,,,,Jim,0.0,,irsay,,,Inactive,,jimirsay,,,,,,,[],,,,,,0.0,9999999.0,4007,,,,,Jim Irsay,jim,,,#jimirsay-NFL-FA-0,9454.0,,
11231,,,nfl,,,,add09de0-ea10-11ed-b2a1-fdf78a1cb73b,True,,,Trahan,,,,,Christian,1.0,1998-10-22,trahan,{'channel_id': '1116852667277115392'},Houston,Active,1118590.0,christiantrahan,1693406109254.0,,,,,17585.0,[],,,,,,85.0,629.0,11231,,TE,24.0,256,Christian Trahan,christian,['TE'],,#christiantrahan-NFL-FA-85,,Sulphur (LA),74
